,precipIntensity,precipProbability,temperature,windSpeed,label
1479,0.0,0.0,44.43,4.28,0
1480,0.0,0.0,42.78,4.36,0
1481,0.0,0.0,40.92,4.12,0
1482,0.0,0.0,41.3,3.04,0
1483,0.0,0.0,40.64,0.69,0
1484,0.0,0.0,41.86,2.68,0
1485,0.0,0.0,41.78,0.35,0
1486,0.0,0.0,43.7,2.91,0
1487,0.0,0.0,52.33,0.88,0
1488,0.0,0.0,58.1,5.0,0
1489,0.0,0.0,59.73,6.15,0
1490,0.0,0.0,61.5,0.82,0
1491,0.0,0.0,63.43,4.94,0
1492,0.0,0.0,64.24,3.54,0
1493,0.0,0.0,65.03,3.39,0
1494,0.0,0.0,65.72,4.28,0
1495,0.0,0.0,66.5,5.46,0
1496,0.0,0.0,65.99,5.2,0
1497,0.0,0.0,64.59,8.28,0
1498,0.0,0.0,59.75,12.18,0
1499,0.0,0.0,55.65,11.28,0
1500,0.0,0.0,50.73,10.17,0
1501,0.0,0.0,48.1,8.48,0
1502,0.0,0.0,47.37,7.32,0
1503,0.0,0.0,46.26,8.21,0
1504,0.0,0.0,44.47,5.33,0
1505,0.0,0.0,41.46,4.46,0
1506,0.0,0.0,38.74,7.2,0
1507,0.0,0.0,40.98,7.25,0
1508,0.0,0.0,42.17,6.28,0
1509,0.0,0.0,43.16,6.9,0
1510,0.0,0.0,46.63,6.86,0
1511,0.0,0.0,53.78,9.54,0
1512,0.0,0.0,57.35,13.05,0
1513,0.0,0.0,60.0,12.23,0
1514,0.0,0.0,61.77,12.33,0
1515,0.0,0.0,62.03,14.79,0
1516,0.0,0.0,61.44,14.09,0
1517,0.0,0.0,62.71,14.25,0
1518,0.0,0.0,62.31,13.45,0
1519,0.0,0.0,62.16,14.37,0
1520,0.0,0.0,60.93,17.05,0
1521,0.0,0.0,57.98,15.84,0
1522,0.0,0.0,54.88,12.43,0
1523,0.0,0.0,53.09,16.08,0
1524,0.0,0.0,51.13,11.66,0
1525,0.0,0.0,48.5,7.64,0
1526,0.0,0.0,47.42,7.75,0
1527,0.0278,0.89,46.22,6.74,0
1528,0.0,0.0,49.11,8.45,0
1529,0.0,0.0,51.99,8.55,0
1530,0.0,0.0,52.5,9.7,0
1531,0.0,0.0,51.99,9.41,0
1532,0.0015,0.01,50.63,10.71,0
1533,0.0,0.0,51.11,9.47,0
1534,0.0,0.0,52.45,10.86,0
1535,0.0,0.0,53.91,9.75,0
1536,0.0,0.0,56.34,10.76,0
1537,0.0,0.0,57.5,10.58,0
1538,0.0,0.0,56.97,10.42,0
1539,0.0,0.0,56.17,11.57,0
1540,0.0,0.0,55.68,11.32,0
1541,0.0,0.0,56.09,10.07,0
1542,0.0,0.0,55.12,10.22,0
1543,0.0,0.0,53.4,10.7,0
1544,0.0,0.0,53.82,10.51,0
1545,0.0,0.0,53.5,9.92,0
1546,0.0,0.0,52.63,9.14,0
1547,0.0,0.0,52.19,6.35,0
1548,0.0,0.0,50.42,7.41,0
1549,0.0,0.0,50.4,7.19,0
